序号,名称,型号,规格,镀锌钢板/不锈钢板厚度（参照技规）,数量,单位,含税单价（13%）,价税合计,品牌,备注
498,"FD
70°防火阀",FD,1000*320,GB15930-2007,6,个,336,2016,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
499,"FD
70°防火阀",FD,1000*500,GB15930-2007,1,个,391,391,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
500,"FD
70°防火阀",FD,500*400,GB15930-2007,38,个,254,9652,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
501,"FVD
防火调节阀",FVD,1600*630,GB15930-2007,1,个,636,636,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
502,"FVD
防火调节阀",FVD,1000*1400,GB15930-2007,1,个,722,722,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
503,"FVD
防火调节阀",FVD,1000*320,GB15930-2007,3,个,336,1008,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
504,"FVD
防火调节阀",FVD,1250*800,GB15930-2007,1,个,551,551,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
505,"FVD
防火调节阀",FVD,800*800,GB15930-2007,3,个,427,1281,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
506,"FVD
防火调节阀",FVD,1600*800,GB15930-2007,3,个,703,2109,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
507,"FVD
防火调节阀",FVD,1250*320,GB15930-2007,1,个,386,386,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
508,"FVD
防火调节阀",FVD,1600*450,GB15930-2007,1,个,565,565,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
509,"FVD
防火调节阀",FVD,1600*1600,GB15930-2007,1,个,1407,1407,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
510,"FVD
防火调节阀",FVD,2000*1250,GB15930-2007,1,个,1018,1018,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
511,"FVD
防火调节阀",FVD,1000*400,GB15930-2007,1,个,361,361,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
512,"FVD
防火调节阀",FVD,1000*500,GB15930-2007,6,个,391,2346,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
513,"FVD
防火调节阀",FVD,630*120,GB15930-2007,2,个,212,424,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
514,"FVD
防火调节阀",FVD,630*250,GB15930-2007,2,个,245,490,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
515,"FVD
防火调节阀",FVD,800*250,GB15930-2007,1,个,277,277,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
516,"MVD
多叶调节阀",MVD,1600*630,JG/T436-2014,1,个,2014,2014,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
517,"MVD
多叶调节阀",MVD,1000*800,JG/T436-2014,2,个,1136,2272,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
518,"MVD
多叶调节阀",MVD,1000*500,JG/T436-2014,1,个,1062,1062,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
519,"MVD
多叶调节阀",MVD,800*630,JG/T436-2014,2,个,1054,2108,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
520,"MVD
多叶调节阀",MVD,630*500,JG/T436-2014,1,个,994,994,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
521,"MVD
多叶调节阀",MVD,800*800,JG/T436-2014,1,个,1091,1091,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
522,"MVD
多叶调节阀",MVD,800*400,JG/T436-2014,5,个,1003,5015,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
523,"MVD
多叶调节阀",MVD,320*630,JG/T436-2014,1,个,958,958,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
524,"MVD
多叶调节阀",MVD,1250*320,JG/T436-2014,1,个,1058,1058,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
525,"MVD
多叶调节阀",MVD,800*250,JG/T436-2014,2,个,970,1940,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
526,"MVD
多叶调节阀",MVD,500*500,JG/T436-2014,1,个,970,970,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
527,"MVD
多叶调节阀",MVD,630*630,JG/T436-2014,1,个,1020,1020,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
528,"MVD
多叶调节阀",MVD,1250*800,JG/T436-2014,1,个,1191,1191,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
529,"MVD
多叶调节阀",MVD,1600*800,JG/T436-2014,1,个,2068,2068,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
530,"MVD
多叶调节阀",MVD,1000*320,JG/T436-2014,8,个,1018,8144,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
531,"MVD
多叶调节阀",MVD,1000*400,JG/T436-2014,1,个,1038,1038,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
532,"MVD
多叶调节阀",MVD,1250*400,JG/T436-2014,2,个,1080,2160,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
533,"MVD
多叶调节阀",MVD,1000*1400,JG/T436-2014,1,个,2083,2083,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
534,"MVD
多叶调节阀",MVD,400*630,JG/T436-2014,1,个,974,974,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
535,"VCD
风量调节阀",VCD,400*200,JG/T436-2014,600,个,100,60000,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
536,"VCD
风量调节阀",VCD,250*160,JG/T436-2014,1300,个,72,93600,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
537,"VD
风量调节阀",VD,1250*1000,JG/T436-2014,5,个,446,2230,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
538,"VD
风量调节阀",VD,1000*250,JG/T436-2014,3,个,201,603,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
539,"VD
风量调节阀",VD,1600*250,JG/T436-2014,3,个,293,879,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
540,"VD
风量调节阀",VD,1000*500,JG/T436-2014,1,个,262,262,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
541,"VD
风量调节阀",VD,400*250,JG/T436-2014,60,个,109,6540,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
542,"VD
风量调节阀",VD,630*320,JG/T436-2014,3,个,158,474,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
543,"VD
风量调节阀",VD,500*250,JG/T436-2014,6,个,124,744,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
544,"VD
风量调节阀",VD,500*400,JG/T436-2014,1,个,152,152,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
545,"VD
风量调节阀",VD,500*320,JG/T436-2014,1,个,137,137,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
546,"VD
风量调节阀",VD,800*500,JG/T436-2014,1,个,225,225,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
547,"VD
风量调节阀",VD,250*320,JG/T436-2014,8,个,97,776,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
548,"VD
风量调节阀",VD,400*320,JG/T436-2014,10,个,121,1210,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
549,"VD
风量调节阀",VD,500*120,JG/T436-2014,38,个,100,3800,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
550,"VD
风量调节阀",VD,1400*400,JG/T436-2014,1,个,306,306,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
551,"VD
风量调节阀",VD,1000*320,JG/T436-2014,2,个,218,436,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
552,"VD
风量调节阀",VD,1000*200,JG/T436-2014,80,个,189,15120,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
553,"VD
风量调节阀",VD,200*120,JG/T436-2014,1,个,59,59,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
554,"VD
风量调节阀",VD,630*120,JG/T436-2014,1,个,118,118,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
555,"VD
风量调节阀",VD,630*160,JG/T436-2014,2,个,126,252,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
556,"VD
风量调节阀",VD,630*250,JG/T436-2014,6,个,144,864,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
557,"VD
风量调节阀",VD,630*200,JG/T436-2014,20,个,134,2680,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
558,"VD
风量调节阀",VD,320*120,JG/T436-2014,300,个,76,22800,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
559,"VD
风量调节阀",VD,800*800,JG/T436-2014,1,个,291,291,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
560,"VD
风量调节阀",VD,800*160,JG/T436-2014,1,个,150,150,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
561,"VD
风量调节阀",VD,800*200,JG/T436-2014,2,个,159,318,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
562,"VD
风量调节阀",VD,800*250,JG/T436-2014,5,个,170,850,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
563,"VD
风量调节阀",VD,800*320,JG/T436-2014,2,个,186,372,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
564,"VD
风量调节阀",VD,1250*320,JG/T436-2014,1,个,258,258,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
565,"VD
风量调节阀",VD,1250*250,JG/T436-2014,2,个,239,478,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
566,"VD
风量调节阀",VD,1250*500,JG/T436-2014,1,个,308,308,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
567,"VD
风量调节阀",VD,2000*320,JG/T436-2014,80,个,380,30400,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
568,"XZP100
消声器",XZP,1600*500,HJ2523-2012,1,个,1487,1487,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
569,"XZP100
消声器",XZP,1600*630,HJ2523-2012,1,个,1578,1578,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
570,"XZP100
消声器",XZP,1000*800,HJ2523-2012,1,个,1277,1277,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
571,"XZP100
消声器",XZP,1000*500,HJ2523-2012,3,个,1067,3201,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
572,"XZP100
消声器",XZP,630*500,HJ2523-2012,1,个,808,808,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
573,"XZP100
消声器",XZP,630*630,HJ2523-2012,1,个,899,899,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
574,"XZP100
消声器",XZP,630*400,HJ2523-2012,2,个,738,1476,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
575,"XZP100
消声器",XZP,630*320,HJ2523-2012,2,个,682,1364,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
576,"XZP100
消声器",XZP,2000*1000,HJ2523-2012,1,个,2117,2117,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
577,"XZP100
消声器",XZP,1000*400,HJ2523-2012,6,个,997,5982,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
578,"XZP100
消声器",XZP,500*400,HJ2523-2012,1,个,647,647,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
579,"XZP100
消声器",XZP,800*320,HJ2523-2012,1,个,801,801,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
580,"XZP100
消声器",XZP,800*400,HJ2523-2012,2,个,857,1714,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
581,"XZP100
消声器",XZP,800*500,HJ2523-2012,3,个,927,2781,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
582,"XZP100
消声器",XZP,1800*450,HJ2523-2012,80,个,1592,127360,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
583,"XZP100
消声器",XZP,2400*600,HJ2523-2012,38,个,2117,80446,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
584,"XZP100
消声器",XZP,1000*1400,HJ2523-2012,1,个,1697,1697,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
585,"XZP100
消声器",XZP,1600*400,HJ2523-2012,2,个,1417,2834,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
586,"XZP100
消声器",XZP,1250*320,HJ2523-2012,3,个,1116,3348,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
587,"XZP100
消声器",XZP,1600*450,HJ2523-2012,1,个,1452,1452,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
588,"XZP100
消声器",XZP,800*200,HJ2523-2012,1,个,717,717,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
589,"XZP100
消声器",XZP,1250*500,HJ2523-2012,1,个,1242,1242,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
590,"XZP100
消声器",XZP,1250*400,HJ2523-2012,1,个,1172,1172,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
591,"ZP100
消声器",ZP,2500*800,HJ2523-2012,1,个,2327,2327,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
592,"ZP100
消声器",ZP,2000*1250,HJ2523-2012,1,个,2292,2292,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
593,"ZP100
消声器",ZP,2000*800,HJ2523-2012,3,个,1977,5931,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
594,"ZP100
消声器",ZP,1600*1000,HJ2523-2012,1,个,1837,1837,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
595,"ZP100
消声器",ZP,1600*1600,HJ2523-2012,1,个,2257,2257,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
596,"ZP100
消声器",ZP,800*250,HJ2523-2012,1,个,752,752,扬州新扬,2025.12.10，无预付款；货到现场次月支付至送货金额的80%；竣工验收合格后支付至送货金额的90%；竣工结算完成后支付至送货金额的97%；质保金3%保留两年(质保期自竣工验收合格后算起)。
