序号,名称,规格,壁厚,牌号,连接方式,承压,单位,工程量,不含税单价,不含税总价,含税单价,含税总价,品牌,备注
449,沟槽式异径直通,DN250×150,0,0,0,0,个,8,314.9,2519.2,355.837,2846.696,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
450,沟槽式异径直通,DN250×200,0,0,0,0,个,8,290.04,2320.32,327.7452,2621.9616,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
451,沟槽式异径直通,DN150×125,0,0,0,0,个,8,98.05,784.4,110.7965,886.372,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
452,沟槽式异径直通,DN200×125,0,0,0,0,个,8,182.3,1458.4,205.999,1647.992,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
453,沟槽式异径直通,DN200×150,0,0,0,0,个,8,189.22,1513.76,213.8186,1710.5488,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
454,沟槽式异径直通,DN250×125,0,0,0,0,个,8,335.61,2684.88,379.2393,3033.9144,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
455,沟槽式异径直通,DN250×150,0,0,0,0,个,8,314.9,2519.2,355.837,2846.696,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
456,沟槽式异径直通,DN250×200,0,0,0,0,个,8,290.04,2320.32,327.7452,2621.9616,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
457,不锈钢卡箍,DN100,0,0,0,0,个,8,187.72,1501.76,212.1236,1696.9888,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
458,不锈钢卡箍,DN150,0,0,0,0,个,8,268.18,2145.44,303.0434,2424.3472,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
459,不锈钢卡箍,DN200,0,0,0,0,个,8,536.35,4290.8,606.0755,4848.604,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
460,不锈钢卡箍,DN250,0,0,0,0,个,8,530.03,4240.24,598.9339,4791.4712,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
461,沟槽盲板,DN100,0,0,0,0,个,8,80.87,646.96,91.3831,731.0648,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
462,沟槽盲板,DN150,0,0,0,0,个,8,191.81,1534.48,216.7453,1733.9624,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
463,沟槽盲板,DN200,0,0,0,0,个,8,253.2,2025.6,286.116,2288.928,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
464,沟槽盲板,DN250,0,0,0,0,个,8,368.29,2946.32,416.1677,3329.3416,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
1,卡压式薄壁不锈钢管,DN50,1.2,304,卡压,0,m,507,37.8053097345133,19167.2920353982,42.72,21659.04,钜电,2025.11.11，货到现场30天后付至90%，竣工验收合格支付5%，5%质保2年，供方接受20万元承兑汇票（6个月）并在第一次付款中支付
2,卡压式薄壁不锈钢管,DN65,2,304,卡压,0,m,489,98.6991150442478,48263.8672566372,111.53,54538.17,钜电,2025.11.11，货到现场30天后付至90%，竣工验收合格支付5%，5%质保2年，供方接受20万元承兑汇票（6个月）并在第一次付款中支付
1,薄壁不锈钢管(16*0.6),DN15,0,304,环压式连接,0,m,16,3.86725663716814,61.8761061946903,4.37,69.92,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
2,薄壁不锈钢管(20*0. 7),DN20,0,304,环压式连接,0,m,24,5.65486725663717,135.716814159292,6.39,153.36,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
3,薄壁不锈钢管(25.4*0.8),DN25,0,304,环压式连接,0,m,2976,8.23893805309735,24519.0796460177,9.31,27706.56,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
4,薄壁不锈钢管(32*1.0),DN32,0,304,环压式连接,0,m,197,12.9823008849558,2557.51327433628,14.67,2889.99,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
5,薄壁不锈钢管(40*1.0),DN40,0,304,环压式连接,0,m,16,16.3362831858407,261.380530973451,18.46,295.36,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
6,薄壁不锈钢管(50.8*1.0),DN50,0,304,环压式连接,0,m,490,20.858407079646,10220.6194690266,23.57,11549.3,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
7,薄壁不锈钢管(76.1*1.5),DN65,0,304,环压式连接,0,m,476,46.8672566371681,22308.814159292,52.96,25208.96,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
8,薄壁不锈钢管(88.9*1.5),DN80,0,304,环压式连接,0,m,413,54.9734513274336,22704.0353982301,62.12,25655.56,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
9,薄壁不锈钢管(101.6*1.5),DN100,0,304,环压式连接,0,m,681,62.8849557522124,42824.6548672566,71.06,48391.86,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
10,薄壁不锈钢管(159*2.2),DN150,0,304,环压式连接,0,m,1312,144.380530973451,189427.256637168,163.15,214052.8,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
11,法兰,DN150,0,304,环压式连接,0,只,111,372.716814159292,41371.5663716814,421.17,46749.87,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
12,法兰,DN100,0,304,环压式连接,0,只,49,193.362831858407,9474.77876106195,218.5,10706.5,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
13,法兰,DN80,0,304,环压式连接,0,只,16,159.451327433628,2551.22123893805,180.18,2882.88,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
14,法兰,DN65,0,304,环压式连接,0,只,208,139,28912,157.07,32670.56,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
15,外丝直接,DN50,0,304,环压式连接,0,只,328,28.7256637168142,9422.01769911505,32.46,10646.88,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
16,外丝直接,DN40,0,304,环压式连接,0,只,34,20.7964601769912,707.079646017699,23.5,799,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
17,外丝直接,DN32,0,304,环压式连接,0,只,72,16.1150442477876,1160.28318584071,18.21,1311.12,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
18,外丝直接,DN25,0,304,环压式连接,0,只,318,11.212389380531,3565.53982300885,12.67,4029.06,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
19,外丝直接,DN20,0,304,环压式连接,0,只,78,7.61061946902655,593.628318584071,8.6,670.8,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
20,外丝直接,DN15,0,304,环压式连接,0,只,8,5.57522123893805,44.6017699115044,6.3,50.4,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
21,内丝直接,DN50,0,304,环压式连接,0,只,120,28.7256637168142,3447.0796460177,32.46,3895.2,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
22,内丝直接,DN32,0,304,环压式连接,0,只,32,16.1150442477876,515.681415929204,18.21,582.72,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
23,内丝直接,DN25,0,304,环压式连接,0,只,184,11.212389380531,2063.0796460177,12.67,2331.28,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
24,内丝直接,DN15,0,304,环压式连接,0,只,8,5.57522123893805,44.6017699115044,6.3,50.4,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
25,三通,DN150*150,0,304,环压式连接,0,只,23,465.194690265487,10699.4778761062,525.67,12090.41,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
26,三通,DN150*100,0,304,环压式连接,0,只,1,333.477876106195,333.477876106195,376.83,376.83,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
27,三通,DN150*80,0,304,环压式连接,0,只,1,333.477876106195,333.477876106195,376.83,376.83,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
28,三通,DN150*65,0,304,环压式连接,0,只,6,333.477876106195,2000.86725663717,376.83,2260.98,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
29,三通,DN150*50,0,304,环压式连接,0,只,7,298.451327433628,2089.1592920354,337.25,2360.75,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
30,三通,DN150*20,0,304,环压式连接,0,只,10,298.451327433628,2984.51327433628,337.25,3372.5,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
31,内丝三通(15为内丝),DN150*15,0,304,环压式连接,0,只,4,381.044247787611,1524.17699115044,430.58,1722.32,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
32,三通,DN100*100,0,304,环压式连接,0,只,5,120.221238938053,601.106194690266,135.85,679.25,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
33,三通,DN100*80,0,304,环压式连接,0,只,4,117,468,132.21,528.84,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
34,三通,DN100*65,0,304,环压式连接,0,只,4,113.778761061947,455.115044247788,128.57,514.28,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
35,三通,DN100*20,0,304,环压式连接,0,只,4,93.2743362831859,373.097345132743,105.4,421.6,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
36,三通,DN80*65,0,304,环压式连接,0,只,20,96.4601769911504,1929.20353982301,109,2180,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
37,三通,DN80*50,0,304,环压式连接,0,只,17,82.1327433628319,1396.25663716814,92.81,1577.77,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
38,三通,DN80*40,0,304,环压式连接,0,只,3,79.2389380530974,237.716814159292,89.54,268.62,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
39,三通,DN80*25,0,304,环压式连接,0,只,2,74.8761061946903,149.752212389381,84.61,169.22,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
40,三通,DN65*65,0,304,环压式连接,0,只,8,72.858407079646,582.867256637168,82.33,658.64,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
41,三通,DN65*50,0,304,环压式连接,0,只,21,63.4690265486726,1332.84955752212,71.72,1506.12,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
42,三通,DN65*40,0,304,环压式连接,0,只,8,61.6548672566372,493.238938053097,69.67,557.36,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
43,三通,DN65*32,0,304,环压式连接,0,只,24,59.6902654867257,1432.56637168142,67.45,1618.8,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
44,三通,DN65*25,0,304,环压式连接,0,只,65,58.3008849557522,3789.55752212389,65.88,4282.2,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
45,内丝三通(15为内丝),DN65*15,0,304,环压式连接,0,只,54,72.858407079646,3934.35398230089,82.33,4445.82,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
46,三通,DN50*50,0,304,环压式连接,0,只,5,27.7433628318584,138.716814159292,31.35,156.75,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
47,三通,DN50*40,0,304,环压式连接,0,只,12,25.2212389380531,302.654867256637,28.5,342,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
48,三通,DN50*25,0,304,环压式连接,0,只,24,22.141592920354,531.398230088496,25.02,600.48,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
49,内丝三通(15为内丝),DN50*15,0,304,环压式连接,0,只,50,24.1681415929204,1208.40707964602,27.31,1365.5,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
50,内丝三通(15为内丝),DN40*15,0,304,环压式连接,0,只,6,18.4955752212389,110.973451327434,20.9,125.4,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
51,三通,DN40*25,0,304,环压式连接,0,只,2,17.0973451327434,34.1946902654867,19.32,38.64,广东立丰,2025.3.11，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额 3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
