序号,名称,规格,壁厚,牌号,连接方式,承压,单位,工程量,不含税单价,不含税总价,含税单价,含税总价,品牌,备注
271,三通,DN60,,,,,个,8,68.22,545.76,77.0886,616.7088,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
272,三通,DN65,,,,,个,8,101.64,813.12,114.8532,918.8256,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
273,三通,DN80,,,,,个,8,122.38,979.04,138.2894,1106.3152,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
274,沟槽三通,DN100,,,,,个,8,153.29,1226.32,173.2177,1385.7416,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
275,沟槽三通,DN150,,,,,个,8,263.52,2108.16,297.7776,2382.2208,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
276,沟槽三通,DN200,,,,,个,8,373.05,2984.4,421.5465,3372.372,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
277,沟槽三通,DN250,,,,,个,8,442.83,3542.64,500.3979,4003.1832,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
278,沟槽式中小三通,DN150×100,,,,,个,8,414.35,3314.8,468.2155,3745.724,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
279,沟槽式中小三通,DN200×150,,,,,个,8,380.57,3044.56,430.0441,3440.3528,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
280,沟槽式中小三通,DN250×200,,,,,个,8,504.1,4032.8,569.633,4557.064,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
281,沟槽式中小三通,DN250×150,,,,,个,8,447.48,3579.84,505.6524,4045.2192,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
282,内丝三通,DN15×½,,,,,个,8,9.72,77.76,10.9836,87.8688,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
283,内丝三通,DN20×¾,,,,,个,8,12.27,98.16,13.8651,110.9208,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
284,内丝三通,"DN25×1""",,,,,个,8,18.01,144.08,20.3513,162.8104,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
285,内丝三通,DN32×1¼,,,,,个,8,24.81,198.48,28.0353,224.2824,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
286,内丝三通,DN40×1½,,,,,个,8,32.78,262.24,37.0414,296.3312,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
287,内丝三通,"DN50×2""",,,,,个,8,47.69,381.52,53.8897,431.1176,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
288,外丝三通,DN15×½,,,,,个,8,9.72,77.76,10.9836,87.8688,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
289,外丝三通,DN20×¾,,,,,个,8,12.16,97.28,13.7408,109.9264,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
290,外丝三通,"DN25×1""",,,,,个,8,17.23,137.84,19.4699,155.7592,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
291,外丝三通,DN32×1¼,,,,,个,8,23.83,190.64,26.9279,215.4232,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
292,外丝三通,DN40×1½,,,,,个,8,32.02,256.16,36.1826,289.4608,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
293,外丝三通,"DN50×2""",,,,,个,8,45.99,367.92,51.9687,415.7496,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
294,中小三通,DN20×15,,,,,个,8,6.89,55.12,7.7857,62.2856,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
295,中小三通,DN25×15,,,,,个,8,8.95,71.6,10.1135,80.908,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
296,中小三通,DN25×20,,,,,个,8,9.5,76,10.735,85.88,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
297,中小三通,DN32×15,,,,,个,8,12.16,97.28,13.7408,109.9264,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
298,中小三通,DN32×20,,,,,个,8,12.9,103.2,14.577,116.616,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
299,中小三通,DN32×25,,,,,个,8,13.81,110.48,15.6053,124.8424,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
300,中小三通,DN40×15,,,,,个,8,15.58,124.64,17.6054,140.8432,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
301,中小三通,DN40×20,,,,,个,8,16.47,131.76,18.6111,148.8888,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
302,中小三通,DN40×25,,,,,个,8,17.54,140.32,19.8202,158.5616,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
303,中小三通,DN40×32,,,,,个,8,19.33,154.64,21.8429,174.7432,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
304,中小三通,DN50×15,,,,,个,8,23.15,185.2,26.1595,209.276,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
305,中小三通,DN50×20,,,,,个,8,23.93,191.44,27.0409,216.3272,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
306,中小三通,DN50×25,,,,,个,8,24.89,199.12,28.1257,225.0056,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
307,中小三通,DN50×32,,,,,个,8,26.85,214.8,30.3405,242.724,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
308,中小三通,DN50×40,,,,,个,8,28.73,229.84,32.4649,259.7192,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
309,中小三通,DN60×15,,,,,个,8,38.78,310.24,43.8214,350.5712,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
310,中小三通,DN60×20,,,,,个,8,39.52,316.16,44.6576,357.2608,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
311,中小三通,DN60×25,,,,,个,8,48.97,391.76,55.3361,442.6888,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
312,中小三通,DN60×32,,,,,个,8,50.08,400.64,56.5904,452.7232,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
313,中小三通,DN60×40,,,,,个,8,47.12,376.96,53.2456,425.9648,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
314,中小三通,DN60×50,,,,,个,8,54.64,437.12,61.7432,493.9456,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
315,中小三通,DN65×15,,,,,个,8,59.19,473.52,66.8847,535.0776,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
316,中小三通,DN65×20,,,,,个,8,59.94,479.52,67.7322,541.8576,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
317,中小三通,DN65×25,,,,,个,8,73.18,585.44,82.6934,661.5472,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
318,中小三通,DN65×32,,,,,个,8,74.17,593.36,83.8121,670.4968,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
319,中小三通,DN65×40,,,,,个,8,75.64,605.12,85.4732,683.7856,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
320,中小三通,DN65×50,,,,,个,8,76.84,614.72,86.8292,694.6336,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
321,中小三通,DN65×60,,,,,个,8,81.8,654.4,92.434,739.472,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
322,中小三通,DN80×15,,,,,个,8,78.18,625.44,88.3434,706.7472,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
323,中小三通,DN80×20,,,,,个,8,80.16,641.28,90.5808,724.6464,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
324,中小三通,DN80×25,,,,,个,8,96.16,769.28,108.6608,869.2864,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
325,中小三通,DN80×32,,,,,个,8,97.18,777.44,109.8134,878.5072,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
326,中小三通,DN80×40,,,,,个,8,98.5,788,111.305,890.44,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
327,中小三通,DN80×50,,,,,个,8,98.36,786.88,111.1468,889.1744,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
328,中小三通,DN80×60,,,,,个,8,103.17,825.36,116.5821,932.6568,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
329,中小三通,DN80×65,,,,,个,8,117.42,939.36,132.6846,1061.4768,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
330,中小内丝三通,DN20×½,,,,,个,8,10.41,83.28,11.7633,94.1064,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
331,中小内丝三通,DN25×½,,,,,个,8,12.49,99.92,14.1137,112.9096,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
332,中小内丝三通,DN25×¾,,,,,个,8,13.72,109.76,15.5036,124.0288,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
333,中小内丝三通,DN32×½,,,,,个,8,15.91,127.28,17.9783,143.8264,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
334,中小内丝三通,DN32×¾,,,,,个,8,17.42,139.36,19.6846,157.4768,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
335,中小内丝三通,"DN32×1""",,,,,个,8,21.42,171.36,24.2046,193.6368,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
336,中小内丝三通,DN40×½,,,,,个,8,19.38,155.04,21.8994,175.1952,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
337,中小内丝三通,DN40×¾,,,,,个,8,20.96,167.68,23.6848,189.4784,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
338,中小内丝三通,"DN40×1""",,,,,个,8,25.11,200.88,28.3743,226.9944,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
339,中小内丝三通,DN40×1¼,,,,,个,8,28.56,228.48,32.2728,258.1824,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
340,中小内丝三通,DN50×½,,,,,个,8,26.92,215.36,30.4196,243.3568,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
341,中小内丝三通,DN50×¾,,,,,个,8,28.42,227.36,32.1146,256.9168,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
342,中小内丝三通,"DN50×1""",,,,,个,8,32.47,259.76,36.6911,293.5288,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
343,中小内丝三通,DN50×1¼,,,,,个,8,36.06,288.48,40.7478,325.9824,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
344,中小内丝三通,DN50×1½,,,,,个,8,39.42,315.36,44.5446,356.3568,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
345,中小内丝三通,DN60×½,,,,,个,8,42.52,340.16,48.0476,384.3808,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
346,中小内丝三通,DN60×¾,,,,,个,8,52.5,420,59.325,474.6,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
347,中小内丝三通,"DN60×1""",,,,,个,8,52.5,420,59.325,474.6,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
348,中小内丝三通,DN60×1¼,,,,,个,8,55.19,441.52,62.3647,498.9176,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
349,中小内丝三通,DN60×1½,,,,,个,8,57.72,461.76,65.2236,521.7888,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
350,中小内丝三通,"DN60×2""",,,,,个,8,65.4,523.2,73.902,591.216,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
351,中小内丝三通,DN65×½,,,,,个,8,62.96,503.68,71.1448,569.1584,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
352,中小内丝三通,DN65×¾,,,,,个,8,64.41,515.28,72.7833,582.2664,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
353,中小内丝三通,"DN65×1""",,,,,个,8,76.46,611.68,86.3998,691.1984,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
354,中小内丝三通,DN65×1¼,,,,,个,8,79.13,633.04,89.4169,715.3352,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
355,中小内丝三通,DN65×1½,,,,,个,8,82.01,656.08,92.6713,741.3704,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
356,中小内丝三通,"DN65×2""",,,,,个,8,87.63,701.04,99.0219,792.1752,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
357,中小内丝三通,DN80×½,,,,,个,8,81.91,655.28,92.5583,740.4664,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
358,中小内丝三通,DN80×¾,,,,,个,8,84.63,677.04,95.6319,765.0552,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
359,中小内丝三通,"DN80×1""",,,,,个,8,98.15,785.2,110.9095,887.276,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
360,中小内丝三通,DN80×1¼,,,,,个,8,100.83,806.64,113.9379,911.5032,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
361,中小内丝三通,DN80×1½,,,,,个,8,103.55,828.4,117.0115,936.092,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
