序号,产品名称,型号,流量Q(m3/h),扬程H(m),转数,功率N(KW),数量,税率,单价,总价,品牌,备        注
0,自耦,GAK(II)-80,0,0,0,0,4,0.13,590,2360,上海连城,2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,浮球开关,0,0,0,0,0,4,0.13,80,320,上海连城,配10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,导杆,DN32×3.5,0,0,0,0,4,0.13,165,660,上海连城,3米镀锌导杆2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,吊链,6×18,0,0,0,0,4,0.13,60,240,上海连城,3.5米铁链一根2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
5,下沉式广场排水集水井潜水排污泵,80WQE50-25-5.5,65,15,0,5.5,3,0.13,2650,7950,上海连城,10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,控制柜,LEC-3ACS-5.5/B（主要元器件：正泰）,0,0,0,0,1,0.13,2100,2100,上海连城,二用一备；超高液位报警、三泵同时启动2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,自耦,GAK(II)-80,0,0,0,0,3,0.13,590,1770,上海连城,2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,浮球开关,0,0,0,0,0,3,0.13,80,240,上海连城,配10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,导杆,DN32×3.5,0,0,0,0,3,0.13,165,495,上海连城,3米镀锌导杆2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,吊链,6×18,0,0,0,0,3,0.13,60,180,上海连城,3.5米铁链一根2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
6,楼梯间排水集水井潜水排污泵,50WQE20-15-1.5,15,15,0,1.5,2,0.13,1220,2440,上海连城,10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,控制柜,LEC-2ACS-1.5/B（主要元器件：正泰）,0,0,0,0,1,0.13,1405,1405,上海连城,一用一备；超高液位报警、二泵同时启动2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,自耦,GAK(II)-50,0,0,0,0,2,0.13,340,680,上海连城,2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,浮球开关,0,0,0,0,0,2,0.13,80,160,上海连城,配10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,导杆,DN32×3.5,0,0,0,0,2,0.13,165,330,上海连城,3米镀锌导杆2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,吊链,6×18,0,0,0,0,2,0.13,60,120,上海连城,3.5米铁链一根2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
7,机房排水集水井潜水排污泵,80WQE50-15-4,40,14,0,4,10,0.13,2030,20300,上海连城,10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,控制柜,LEC-2ACS-4/B（主要元器件：正泰）,0,0,0,0,5,0.13,1405,7025,上海连城,一用一备；超高液位报警、二泵同时启动2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,自耦,GAK(II)-80,0,0,0,0,10,0.13,590,5900,上海连城,2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,浮球开关,0,0,0,0,0,10,0.13,80,800,上海连城,配10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,导杆,DN32×3.5,0,0,0,0,10,0.13,165,1650,上海连城,3米镀锌导杆2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,吊链,6×18,0,0,0,0,10,0.13,60,600,上海连城,3.5米铁链一根2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
8,空调机房排水集水井潜水排污泵,50WQE20-15-1.5,20,15,0,1.5,4,0.13,1220,4880,上海连城,10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,控制柜,LEC-2ACS-1.5/B（主要元器件：正泰）,0,0,0,0,2,0.13,1405,2810,上海连城,一用一备；超高液位报警、二泵同时启动2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,自耦,GAK(II)-50,0,0,0,0,4,0.13,340,1360,上海连城,2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,浮球开关,0,0,0,0,0,4,0.13,80,320,上海连城,配10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,导杆,DN32×3.5,0,0,0,0,4,0.13,165,660,上海连城,3米镀锌导杆2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,吊链,6×18,0,0,0,0,4,0.13,60,240,上海连城,3.5米铁链一根2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
9,消防电梯排水集水井潜水排污泵,65WQE30-22-4,36,17,0,4,6,0.13,1660,9960,上海连城,10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,控制柜,LEC-2ACS-4/B-D（主要元器件：正泰）,0,0,0,0,3,0.13,2560,7680,上海连城,双电源，一用一备；超高液位报警、二泵同时启动，含双电源国产系列CB级。2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,自耦,GAK(II)-65,0,0,0,0,6,0.13,410,2460,上海连城,2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,浮球开关,0,0,0,0,0,6,0.13,80,480,上海连城,配10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,导杆,DN32×3.5,0,0,0,0,6,0.13,165,990,上海连城,3米镀锌导杆2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,吊链,6×18,0,0,0,0,6,0.13,60,360,上海连城,3.5米铁链一根2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
10,消防水泵房集水井潜水排污泵,80WQE50-20-5.5,55,15,0,5.5,4,0.13,2650,10600,上海连城,10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,控制柜,LEC-4ACS-5.5/B-D（主要元器件：正泰）,0,0,0,0,1,0.13,4800,4800,上海连城,双电源，一用一备；超高液位报警、二泵同时启动，含双电源国产系列CB级。2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,自耦,GAK(II)-80,0,0,0,0,4,0.13,590,2360,上海连城,2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,浮球开关,0,0,0,0,0,4,0.13,80,320,上海连城,配10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,导杆,DN32×3.5,0,0,0,0,4,0.13,165,660,上海连城,3米镀锌导杆2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,吊链,6×18,0,0,0,0,4,0.13,60,240,上海连城,3.5米铁链一根2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
11,消防报警阀间排水集水井潜水排污泵,80WQE50-15-4,50,15,0,4,4,0.13,2030,8120,上海连城,10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,控制柜,LEC-2ACS-4/B-D（主要元器件：正泰）,0,0,0,0,2,0.13,2560,5120,上海连城,双电源，一用一备；超高液位报警、二泵同时启动，含双电源国产系列CB级。2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,自耦,GAK(II)-80,0,0,0,0,4,0.13,590,2360,上海连城,2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,浮球开关,0,0,0,0,0,4,0.13,80,320,上海连城,配10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,导杆,DN32×3.5,0,0,0,0,4,0.13,165,660,上海连城,3米镀锌导杆2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,吊链,6×18,0,0,0,0,4,0.13,60,240,上海连城,3.5米铁链一根2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
12,污水间地面排水集水井潜水排污泵,50WQE20-15-1.5,20,15,0,1.5,4,0.13,1220,4880,上海连城,10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,控制柜,LEC-2ACS-1.5/B（主要元器件：正泰）,0,0,0,0,2,0.13,1405,2810,上海连城,一用一备；超高液位报警、二泵同时启动2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,自耦,GAK(II)-50,0,0,0,0,4,0.13,340,1360,上海连城,2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,浮球开关,0,0,0,0,0,4,0.13,80,320,上海连城,配10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,导杆,DN32×3.5,0,0,0,0,4,0.13,165,660,上海连城,3米镀锌导杆2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,吊链,6×18,0,0,0,0,4,0.13,60,240,上海连城,3.5米铁链一根2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
13,客梯排水集水井潜水排污泵,50WQE15-22-2.2,15,17,0,2.2,10,0.13,1340,13400,上海连城,10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,控制柜,LEC-2ACS-2.2/B（主要元器件：正泰）,0,0,0,0,5,0.13,1405,7025,上海连城,一用一备；超高液位报警、二泵同时启动2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,自耦,GAK(II)-50,0,0,0,0,10,0.13,340,3400,上海连城,2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,浮球开关,0,0,0,0,0,4,0.13,80,320,上海连城,配10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,导杆,DN32×3.5,0,0,0,0,4,0.13,165,660,上海连城,3米镀锌导杆2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,吊链,6×18,0,0,0,0,4,0.13,60,240,上海连城,3.5米铁链一根2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
14,电缆沟排水集水井潜水排污泵,65WQE30-10-1.5,30,10,0,1.5,4,0.13,1545,6180,上海连城,10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,控制柜,LEC-2ACS-1.5/B（主要元器件：正泰）,0,0,0,0,2,0.13,3500,7000,上海连城,一用一备、超高液位报警、二泵同时启动，户外型安装（箱体材质冷轧钢板）2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,自耦,GAK(II)-65,0,0,0,0,4,0.13,410,1640,上海连城,2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,浮球开关,0,0,0,0,0,4,0.13,80,320,上海连城,配10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,导杆,DN32×3.5,0,0,0,0,4,0.13,165,660,上海连城,3米镀锌导杆2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,吊链,6×18,0,0,0,0,4,0.13,60,240,上海连城,3.5米铁链一根2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
15,电缆夹层排水集水井潜水排污泵,50WQE20-15-1.5,10,15,0,1.5,4,0.13,1340,5360,上海连城,10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,控制柜,LEC-2ACS-21.5/B（主要元器件：正泰）,0,0,0,0,2,0.13,1405,2810,上海连城,一用一备；超高液位报警、二泵同时启动2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,自耦,GAK(II)-50,0,0,0,0,4,0.13,340,1360,上海连城,2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,浮球开关,0,0,0,0,0,4,0.13,80,320,上海连城,配10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,导杆,DN32×3.5,0,0,0,0,4,0.13,165,660,上海连城,3米镀锌导杆2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,吊链,6×18,0,0,0,0,4,0.13,60,240,上海连城,3.5米铁链一根2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
16,集水井潜水排污泵,50WQE20-15-1.5,20,15,0,1.5,2,0.13,1220,2440,上海连城,10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,控制柜,LEC-2ACS-1.5/B（主要元器件：正泰）,0,0,0,0,1,0.13,1405,1405,上海连城,一用一备；超高液位报警、二泵同时启动2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,自耦,GAK(II)-50,0,0,0,0,2,0.13,340,680,上海连城,2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
17,浮球开关,0,0,0,0,0,2,0.13,80,160,上海连城,配10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
18,导杆,DN32×3.5,0,0,0,0,2,0.13,165,330,上海连城,3米镀锌导杆2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
19,吊链,6×18,0,0,0,0,2,0.13,60,120,上海连城,3.5米铁链一根2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
1,潜污泵,65WQC40-23-5.5,40,23,0,5.5,72,0.13,1934,139248,上海连成,"含耦合装置，2米标配导杆、吊链，8米四芯电缆，铸铁材质。带搅匀功能,电泳漆。2025.10.9,预付当批货款金额30%，供方提供等额预付款保函（现金转账），货到现场一个月付至结算金额97%（先抵扣预付款后再支付当批货款，现金转账），质保金3%的结算金额，质保2年。"
0,耦合,DN65,0,0,0,0,0,0,0,0,上海连成,0
0,控制柜,LEC-2ACS-5.5/B-BA,0,0,0,0,36,0,868,31248,上海连成,"一控二，四芯,主要器件国产，含两个浮球，（信号线8米）低液位停泵，高液位启一台泵，超高液位启2台泵并报警。BA系统对其运行状态和故障进行监视；2025.10.9,预付当批货款金额30%，供方提供等额预付款保函（现金转账），货到现场一个月付至结算金额97%（先抵扣预付款后再支付当批货款，现金转账），质保金3%的结算金额，质保2年。"
2,潜污泵,50WQC25-18-3,25,18,0,3,4,0.13,1301,5204,上海连成,"含耦合装置，2米标配导杆、吊链，8米四芯电缆，铸铁材质。带搅匀功能,电泳漆。2025.10.9,预付当批货款金额30%，供方提供等额预付款保函（现金转账），货到现场一个月付至结算金额97%（先抵扣预付款后再支付当批货款，现金转账），质保金3%的结算金额，质保2年。"
0,耦合,DN50,0,0,0,0,0,0,0,0,上海连成,0
0,控制柜,LEC-2ACS-3/B-BA,0,0,0,0,2,0,868,1736,上海连成,"一控二，四芯,主要器件国产，含两个浮球，（信号线8米）低液位停泵，高液位启一台泵，超高液位启2台泵并报警。BA系统对其运行状态和故障进行监视；2025.10.9,预付当批货款金额30%，供方提供等额预付款保函（现金转账），货到现场一个月付至结算金额97%（先抵扣预付款后再支付当批货款，现金转账），质保金3%的结算金额，质保2年。"
3,污水泵,50WQC10-25-3,10,25,0,3,10,0.13,1301,13010,上海连成,"含耦合装置，1.5米标配导杆、吊链，8米四芯电缆，铸铁材质。带搅匀功能,电泳漆。2025.10.9,预付当批货款金额30%，供方提供等额预付款保函（现金转账），货到现场一个月付至结算金额97%（先抵扣预付款后再支付当批货款，现金转账），质保金3%的结算金额，质保2年。"
0,耦合,DN50,0,0,0,0,0,0,0,0,上海连成,0
0,控制柜,LCC-2ACS-3/B,0,0,0,0,5,0,868,4340,上海连成,"一控二，四芯,主要器件国产，含两个浮球，（信号线8米）低液位停泵，高液位启一台泵，超高液位启2台泵并报警。BA系统对其运行状态和故障进行监视；2025.10.9,预付当批货款金额30%，供方提供等额预付款保函（现金转账），货到现场一个月付至结算金额97%（先抵扣预付款后再支付当批货款，现金转账），质保金3%的结算金额，质保2年。"
4,污水泵,50WQC40-15-3,40,15,0,3,2,0.13,1301,2602,上海连成,"含耦合装置，2米标配导杆、吊链，8米四芯电缆，铸铁材质。带搅匀功能,电泳漆。2025.10.9,预付当批货款金额30%，供方提供等额预付款保函（现金转账），货到现场一个月付至结算金额97%（先抵扣预付款后再支付当批货款，现金转账），质保金3%的结算金额，质保2年。"
