序号,名称,型号,规格,镀锌钢板/不锈钢板厚度（参照技规）,数量,单位,含税单价（13%）,价税合计,品牌,备注
459,风阀,FDSH,1800*400,2mm,2,个,688,1376,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
460,风阀,FDSH,1800*500,2mm,4,个,738,2952,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
461,风阀,FDSH,2000*320,2mm,1,个,695,695,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
462,风阀,FDSH,2000*400,2mm,3,个,738,2214,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
463,风阀,FDSH,2000*500,2mm,15,个,792,11880,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
464,风阀,FDSH,2000*630,2mm,1,个,861,861,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
465,风阀,FDSH,2500*400,2mm,20,个,970,19400,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
466,风阀,FDSH,500*320,2mm,1,个,276,276,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
467,风阀,FDSH,500*630,2mm,2,个,359,718,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
468,风阀,FDSH,500*800,2mm,4,个,404,1616,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
469,风阀,FDSH,630*1600,2mm,1,个,893,893,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
470,风阀,FDSH,630*320,2mm,1,个,307,307,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
471,风阀,FDSH,700*400,2mm,2,个,347,694,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
472,风阀,FDSH,700*600,2mm,1,个,408,408,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
473,风阀,FDSH,800*1000,2mm,3,个,631,1893,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
474,风阀,FDSH,800*1250,2mm,2,个,712,1424,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
475,风阀,FDSH,800*400,2mm,87,个,372,32364,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
476,风阀,FDSH,800*500,2mm,35,个,404,14140,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
477,风阀,FDSH,800*800,2mm,9,个,501,4509,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
478,风阀,FDSH,850*350,2mm,8,个,368,2944,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
479,风阀,FDSH,1250*300,2mm,1,个,445,445,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
480,风阀,FDSH,850*500,2mm,1,个,418,418,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
481,风阀,FDSH,2000*1250,2mm,1,个,1192,1192,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
482,风阀,MD,2000*650,1.6mm,1,个,601,601,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
483,风阀,MEC,1000*400,2mm,1,个,605,605,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
484,风阀,MEC,1000*630,2mm,2,个,687,1374,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
485,风阀,MEC,1000*800,2mm,1,个,747,747,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
486,风阀,MEC,1250*1250,2mm,1,个,1257,1257,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
487,风阀,MEC,1250*400,2mm,2,个,667,1334,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
488,风阀,MEC,1250*500,2mm,4,个,707,2828,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
489,风阀,MEC,1250*630,2mm,2,个,759,1518,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
490,风阀,MEC,1250*800,2mm,3,个,827,2481,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
491,风阀,MEC,1600*400,2mm,2,个,1003,2006,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
492,风阀,MEC,1600*630,2mm,4,个,1110,4440,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
493,风阀,MEC,1600*800,2mm,1,个,1189,1189,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
494,风阀,MEC,2000*630,2mm,1,个,1226,1226,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
495,风阀,MEC,630*320,2mm,2,个,489,978,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
496,风阀,MEC,800*1000,2mm,1,个,996,996,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
497,风阀,MEC,800*1250,2mm,1,个,1076,1076,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
498,风阀,MEC,800*320,2mm,2,个,529,1058,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
499,风阀,MEC,800*800,2mm,1,个,683,683,扬州新扬,半自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
500,风阀,MEEC,1000*400,2mm,1,个,645,645,扬州新扬,全自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
501,风阀,MEEC,1250*400,2mm,1,个,707,707,扬州新扬,全自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
502,风阀,MEEC,400*200,2mm,1,个,445,445,扬州新扬,全自动机构，不带熔断功能，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
503,风阀,MEEH,1250*800,2mm,2,个,867,1734,扬州新扬,全自动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
504,风阀,MEEH,1600*500,2mm,2,个,1130,2260,扬州新扬,全自动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
505,风阀,MEEH,1600*630,2mm,3,个,1190,3570,扬州新扬,全自动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
506,风阀,MEEH,2000*400,2mm,3,个,1183,3549,扬州新扬,全自动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
507,风阀,MEEH,2000*500,2mm,3,个,1237,3711,扬州新扬,全自动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
508,风阀,MEEH,2000*630,2mm,1,个,1306,1306,扬州新扬,全自动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
509,风阀,MEEH,2500*400,2mm,7,个,1415,9905,扬州新扬,全自动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
510,风阀,MVD,1600*630,1.6mm,1,个,496,496,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
511,风阀,MVD,630*320,1.6mm,1,个,190,190,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
512,风阀,MVD,800*400,1.6mm,1,个,244,244,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
513,风阀,NRD,1000*1000,1.6mm,6,个,537,3222,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
514,风阀,NRD,1200*630,1.6mm,1,个,468,468,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
515,风阀,NRD,1200*750,1.6mm,1,个,512,512,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
516,风阀,NRD,1250*800,1.6mm,13,个,546,7098,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
517,风阀,NRD,1600*1000,1.6mm,1,个,739,739,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
518,风阀,NRD,1600*630,1.6mm,6,个,577,3462,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
519,风阀,NRD,1600*800,1.6mm,1,个,651,651,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
520,风阀,NRD,1800*800,1.6mm,1,个,712,712,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
521,风阀,NRD,2000*500,1.6mm,5,个,621,3105,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
522,风阀,NRD,2000*630,1.6mm,1,个,687,687,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
523,风阀,NRD,2200*800,1.6mm,1,个,833,833,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
524,风阀,NRD,2500*400,1.6mm,1,个,688,688,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
525,风阀,NRD,2500*600,1.6mm,1,个,806,806,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
526,风阀,NRD,500*400,1.6mm,1,个,218,218,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
527,风阀,NRD,630*1600,1.6mm,1,个,577,577,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
528,风阀,NRD,800*1250,1.6mm,2,个,546,1092,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
529,风阀,NRD,1150*800,1.6mm,1,个,515,515,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
530,风阀,VD,1000*1000,1.6mm,1,个,462,462,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
531,风阀,VD,1000*320,1.6mm,2,个,262,524,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
532,风阀,VD,1000*400,1.6mm,2,个,285,570,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
533,风阀,VD,1000*800,1.6mm,3,个,403,1209,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
534,风阀,VD,1200*750,1.6mm,1,个,439,439,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
535,风阀,VD,1250*320,1.6mm,3,个,310,930,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
536,风阀,VD,1250*400,1.6mm,11,个,337,3707,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
537,风阀,VD,1250*500,1.6mm,2,个,370,740,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
538,风阀,VD,1250*630,1.6mm,6,个,413,2478,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
539,风阀,VD,1250*750,1.6mm,1,个,452,452,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
540,风阀,VD,1250*800,1.6mm,3,个,469,1407,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
541,风阀,VD,1400*700,1.6mm,1,个,473,473,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
542,风阀,VD,1500*650,1.6mm,1,个,480,480,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
543,风阀,VD,1600*1000,1.6mm,1,个,638,638,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
544,风阀,VD,1600*400,1.6mm,12,个,409,4908,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
545,风阀,VD,1600*500,1.6mm,3,个,447,1341,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
546,风阀,VD,1600*630,1.6mm,3,个,496,1488,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
547,风阀,VD,1800*500,1.6mm,2,个,491,982,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
548,风阀,VD,200*160,1.6mm,1,个,78,78,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
549,风阀,VD,2000*500,1.6mm,1,个,535,535,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
550,风阀,VD,2000*650,1.6mm,1,个,601,601,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
551,风阀,VD,2200*800,1.6mm,1,个,720,720,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
552,风阀,VD,2500*600,1.6mm,1,个,697,697,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
553,风阀,VD,500*320,1.6mm,1,个,165,165,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
554,风阀,VD,500*400,1.6mm,1,个,182,182,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
555,风阀,VD,630*320,1.6mm,1,个,190,190,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
556,风阀,VD,800*1000,1.6mm,4,个,403,1612,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
557,风阀,VD,800*1250,1.6mm,1,个,469,469,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
558,风阀,VD,800*320,1.6mm,8,个,223,1784,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
559,风阀,VD,800*400,1.6mm,4,个,244,976,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
560,风阀,VD,800*500,1.6mm,2,个,270,540,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
561,风阀,VD,800*600,1.6mm,1,个,297,297,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
562,风阀,VD,800*630,1.6mm,1,个,305,305,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
563,风阀,VD,800*800,1.6mm,1,个,350,350,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
564,风阀,VD,1150*800,1.6mm,1,个,442,442,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
565,风阀,VD,600*430,1.6mm,1,个,210,210,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
566,风阀,BED（150℃）,1250*500,1.8mm,3,个,1897,5691,扬州新扬,半自动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
567,风阀,BED（150℃）,1800*700,1.8mm,1,个,3032,3032,扬州新扬,半自动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
568,风阀,BED（150℃）,1800*800,1.8mm,1,个,3212,3212,扬州新扬,半自动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
569,风阀,FD（150℃）,1000*400,1.8mm,1,个,1346,1346,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
570,风阀,FD（150℃）,1000*500,1.8mm,1,个,1474,1474,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
571,风阀,FD（150℃）,1000*800,1.8mm,1,个,1858,1858,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
572,风阀,FD（150℃）,1200*1200,1.8mm,1,个,2719,2719,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
573,风阀,FD（150℃）,1200*500,1.8mm,1,个,1666,1666,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
574,风阀,FD（150℃）,1200*650,1.8mm,1,个,1877,1877,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
575,风阀,FD（150℃）,1200*800,1.8mm,1,个,2089,2089,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
576,风阀,FD（150℃）,1250*400,1.8mm,3,个,1570,4710,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
577,风阀,FD（150℃）,1250*500,1.8mm,3,个,1714,5142,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
578,风阀,FD（150℃）,1250*630,1.8mm,2,个,1901,3802,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
579,风阀,FD（150℃）,1400*400,1.8mm,1,个,1705,1705,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
580,风阀,FD（150℃）,1600*400,1.8mm,1,个,1884,1884,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
581,风阀,FD（150℃）,1600*500,1.8mm,2,个,2050,4100,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
582,风阀,FD（150℃）,2200*500,1.8mm,1,个,2693,2693,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
583,风阀,FD（150℃）,2300*650,1.8mm,2,个,3106,6212,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
584,风阀,FD（150℃）,250*250,1.8mm,2,个,554,1108,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
585,风阀,FD（150℃）,400*200,1.8mm,1,个,629,629,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
586,风阀,FD（150℃）,500*1000,1.8mm,1,个,1474,1474,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
587,风阀,FD（150℃）,500*200,1.8mm,2,个,706,1412,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
588,风阀,FD（150℃）,630*320,1.8mm,2,个,931,1862,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
589,风阀,FD（150℃）,630*630,1.8mm,2,个,1255,2510,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
590,风阀,FD（150℃）,650*2100,1.8mm,2,个,2895,5790,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
591,风阀,FD（150℃）,800*320,1.8mm,1,个,1075,1075,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
592,风阀,FD（150℃）,800*400,1.8mm,6,个,1167,7002,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
593,风阀,FD（150℃）,800*800,1.8mm,1,个,1628,1628,扬州新扬,手动机构，不锈钢材质，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
594,风阀,NRD,1000*800,1.6mm,1,个,470,470,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
595,风阀,NRD,1120*320,1.6mm,1,个,335,335,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
596,风阀,NRD,1200*650,1.6mm,1,个,475,475,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
597,风阀,NRD,1250*1250,1.6mm,2,个,716,1432,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
598,风阀,NRD,1250*320,1.6mm,1,个,364,364,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
599,风阀,NRD,1250*500,1.6mm,1,个,432,432,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
600,风阀,NRD,400*160,1.6mm,1,个,138,138,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
601,风阀,NRD,400*200,1.6mm,1,个,147,147,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
602,风阀,NRD,630*250,1.6mm,1,个,207,207,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
603,风阀,NRD,630*320,1.6mm,3,个,227,681,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
604,风阀,NRD,630*630,1.6mm,1,个,311,311,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
605,风阀,NRD,700*200,1.6mm,1,个,208,208,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
606,风阀,NRD,800*200,1.6mm,3,个,228,684,扬州新扬,，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
